new_clipi-j,old_clipi-j,id,name,nodding,looking_down,getting_closer,active_hand,smile,vol_mean,vol_std,pitch_mean,pitch_std,word_num,sentiment,positive,negative,neutral,w0,w1,w2,w3,w4,event_type,time_start,time_end,dialogue
clip33-1,clip30-1,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.041,0.004,0.955,0.136,0.145,0.138,0.152,0.135,single_question,36:42.4,36:49.4,"All right, who's my volunteer it was i'm sorry I forgot gabrielle you're my volunteer right okay yeah gabrielle I want you to choose."
clip33-2,clip30-2,1,Gabriela,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.115,0.107,0.11,0.101,0.117,single_question,36:50.6,36:56.7,"two, three or four words that are back to back to back in a word, group that you want to do in super fast."
clip33-3,clip30-3,1,Gabriela,1,0,1,0,0,64.65362901,11.77151859,235.5331997,46.19940614,19,0,0.087,0.036,0.877,0.407,0.442,0.403,0.416,0.402,single_question,37:02.6,37:09.3,"So, could it be the some of the words that I had chosen before for the volume techniques also."
clip33-4,clip30-4,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.188,0.009,0.803,0.036,0.032,0.034,0.033,0.037,single_question,37:09.5,37:10.3,"Yes, I can."
clip33-5,clip30-5,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.086,0.01,0.904,0.136,0.145,0.138,0.152,0.135,single_question,37:10.9,37:24.9,"Okay, but I don't want you to I don't want you to focus in so much on the volume, but to answer your question, yes, absolutely So where do you want to pick up the energy a little bit what two, three or four words back to back to back, do you want to do in super fast."
clip33-6,clip30-6,1,Gabriela,1,0,1,0,0,0,0,0,0,0,0,0.04,0.006,0.954,0.225,0.24,0.223,0.234,0.224,single_question,37:27.6,37:31.6,And everybody else you can do the same in your quote and gabrielle I tell me your words when you're ready.
clip33-7,clip30-7,1,Gabriela,1,1,1,1,0,57.04542158,20.24834503,203.2331985,55.07360153,17,0.180555556,0.141,0.044,0.815,0.523,0.513,0.538,0.542,0.524,single_question,37:33.9,37:40.4,"Okay, so I think my work my super hard superfluous words are going to be to be."
clip33-8,clip30-8,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.113,0.005,0.882,0.136,0.145,0.138,0.152,0.135,single_question,37:43.7,37:46.7,"Okay, and those are backed about okay so to be."
clip33-9,clip30-9,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.312,0.007,0.681,0.136,0.145,0.138,0.152,0.135,single_question,37:48.2,37:56.0,And then tell me where would you like to do two or three words back to back in staccato slow.
clip33-10,clip30-10,1,Gabriela,0,0,0,0,0,61.75888751,13.90406213,212.1538869,21.6219652,6,0.5,0,0,0,0.194,0.202,0.188,0.188,0.192,single_question,37:58.4,38:00.6,"Okay, those are going to be."
clip33-11,clip30-11,1,Gabriela,1,1,0,0,0,55.45628706,18.627977,218.7832262,58.08585397,3,0.25,0.024,0.011,0.965,0.339,0.324,0.361,0.377,0.34,single_question,38:01.9,38:04.1,"First, to understand."
clip33-12,clip30-12,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.13,0.005,0.865,0.036,0.032,0.034,0.033,0.037,single_question,38:05.4,38:06.5,"First, to understand."
clip33-13,clip30-13,1,Gabriela,0,0,0,0,0,60.23584834,12.23031991,202.1645563,22.14654344,5,0.285714286,0.297,0.015,0.688,0.18,0.188,0.175,0.175,0.178,single_question,38:09.1,38:09.9,I get that right yeah.
clip34-1,clip31-1,1,Gabriela,1,0,1,0,0,0,0,0,0,0,0,0.195,0.013,0.792,0.225,0.24,0.223,0.234,0.224,single_activity,38:10.2,38:23.1,"First, to understand okay all right good Now I want you to do your full quote, and I want you to do both techniques, at the same time, in the full quote when you get to the to be nice and fast to be."
clip34-2,clip31-2,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.278,0.011,0.711,0.136,0.145,0.138,0.152,0.135,single_activity,38:24.0,38:32.0,"When you get to first to understand, I want you to chunk it out like that every i'll go for it."
clip34-3,clip31-3,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.129,0.006,0.865,0.036,0.032,0.034,0.033,0.037,single_activity,38:32.9,38:33.4,Okay.
clip34-4,clip31-4,1,Gabriela,0,0,1,0,0,55.23887877,21.15612181,232.1959816,58.24451073,4,0.25,0.135,0.006,0.859,0.295,0.313,0.287,0.282,0.293,single_activity,38:35.3,38:38.9,seek first to understand.
clip34-5,clip31-5,1,Gabriela,0,0,0,0,1,60.58408632,12.98416397,228.368853,66.15341555,1,0,0.148,0.013,0.839,0.198,0.21,0.194,0.194,0.196,single_activity,38:40.0,38:40.9,Then.
clip34-6,clip31-6,1,Gabriela,0,0,0,1,0,57.30064915,14.71509174,190.5646327,56.44115596,3,0,0.2,0.045,0.755,0.263,0.27,0.256,0.248,0.262,single_activity,38:41.9,38:43.2,To be understood.
clip34-7,clip31-7,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.346,0.006,0.648,0.136,0.145,0.138,0.152,0.135,single_activity,38:44.0,38:47.8,"All right, good good good, I want to make an adjustment to your staccato at the beginning."
clip34-8,clip31-8,1,Gabriela,1,0,1,1,0,0,0,0,0,0,0,0.401,0.011,0.588,0.303,0.315,0.299,0.301,0.303,single_activity,38:48.2,39:04.5,"i'd like you, because I think what you did naturally let's keep that let's not try to change that let's have you say seek first seek first then do the staccato on to understand let's try that and let's see how it and let's see how it flows."
clip34-9,clip31-9,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.012,0.003,0.985,0.036,0.032,0.034,0.033,0.037,single_activity,39:05.9,39:06.2,Go.
clip34-10,clip31-10,1,Gabriela,0,0,0,0,0,47.35865337,27.41661084,232.8655067,52.29011554,4,0.25,0.245,0.012,0.743,0.198,0.209,0.194,0.193,0.197,single_activity,39:09.9,39:13.6,seek first to understand.
clip34-11,clip31-11,1,Gabriela,1,0,0,0,0,42.9049742,28.51736791,193.3139771,50.75085265,4,0,0.085,0.014,0.901,0.274,0.298,0.275,0.291,0.27,single_activity,39:14.8,39:17.6,"Then, to be understood."
clip34-12,clip31-12,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.115,0.003,0.882,0.036,0.032,0.034,0.033,0.037,single_activity,39:20.4,39:22.3,"All right, good now let's adjust your."
clip34-13,clip31-13,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.166,0.004,0.83,0.036,0.032,0.034,0.033,0.037,single_activity,39:28.2,39:32.4,"For your to be, I want to stretch that all the way to three words to be understood."
clip34-14,clip31-14,1,Gabriela,0,0,1,0,0,0,0,0,0,0,0,0.051,0.029,0.92,0.126,0.127,0.119,0.114,0.127,single_activity,39:34.4,39:43.4,"So if we were putting together we have seek first to understand, rather than I don't know what where does next to be understood."
clip34-15,clip31-15,1,Gabriela,0,0,0,0,0,60.68980853,17.56032635,170.2219332,23.27296351,5,0,0.018,0.002,0.98,0.166,0.175,0.162,0.162,0.164,single_activity,39:45.8,39:47.8,Then the link is then.
clip34-16,clip31-16,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.006,0.001,0.993,0.036,0.032,0.034,0.033,0.037,single_activity,39:50.7,39:51.1,Go for it.
clip34-17,clip31-17,1,Gabriela,1,0,0,0,0,52.94849594,20.69432936,225.4636396,65.39844365,4,0.375,0.024,0.004,0.972,0.311,0.335,0.31,0.326,0.307,single_activity,39:51.8,39:54.1,"Okay, so seek first."
clip34-18,clip31-18,1,Gabriela,1,0,1,1,0,41.50659522,29.06634264,199.1983837,59.14977414,6,0,0.078,0.033,0.889,0.451,0.478,0.445,0.449,0.448,single_activity,39:55.7,40:00.5,To understand then to be understood.
clip35-1,clip32-1,1,Gabriela,1,0,1,1,0,0,0,0,0,0,0,0.103,0.007,0.89,0.303,0.315,0.299,0.301,0.303,all_question,40:01.7,40:17.3,"All right, good now each of you everybody else, I want you to vote on which one that you like from what gabrielle does she has the one right now, where she's doing the staccato up at front seek first to understand."
clip35-2,clip32-2,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.229,0.005,0.766,0.136,0.145,0.138,0.152,0.135,all_question,40:18.3,40:27.0,"And then super fast on the end now, the the second part of the vote is gabrielle what I want you to try right now is to reverse your techniques."
clip35-3,clip32-3,1,Gabriela,0,0,0,1,0,0,0,0,0,0,0,0.216,0.044,0.74,0.115,0.107,0.11,0.101,0.117,all_question,40:27.9,40:40.5,"And just see how it sounds if you were to say seek first and then do your super fast to understand, then to be understood and let's see which one sounds."
clip35-4,clip32-4,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.039,0.011,0.95,0.036,0.032,0.034,0.033,0.037,all_question,40:41.6,40:42.0,Good.
clip35-5,clip32-5,1,Gabriela,1,0,1,0,0,49.93180583,24.23326223,198.3983903,42.12956317,6,0.375,0.138,0.003,0.859,0.38,0.409,0.377,0.388,0.377,all_question,40:47.3,40:51.2,"Okay, so seek first to understand."
clip35-6,clip32-6,1,Gabriela,0,0,0,0,0,57.73563528,13.33891566,199.3691972,38.36106236,1,0,0.195,0.036,0.769,0.171,0.181,0.167,0.167,0.169,all_question,40:52.7,40:53.5,Then.
clip35-7,clip32-7,1,Gabriela,0,0,0,0,0,59.80489884,12.98371513,161.1455329,17.37562397,3,0,0.113,0.012,0.875,0.154,0.161,0.15,0.15,0.152,all_question,40:55.0,40:56.3,To be understood.
clip35-8,clip32-8,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.395,0.013,0.592,0.036,0.032,0.034,0.033,0.037,all_question,40:57.1,41:00.7,"Alright, so folks which one did you like better her first one or her second one."
clip35-9,clip33-1,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.184,0.012,0.804,0.036,0.032,0.034,0.033,0.037,all_question,41:06.7,41:09.3,natalie you're the tiebreaker Kathy What did you hear.
clip35-10,clip33-2,1,Gabriela,1,0,0,1,1,0,0,0,0,0,0,0.086,0.01,0.904,0.214,0.22,0.214,0.221,0.214,all_question,41:10.2,41:19.1,"Are we Okay, we sell a tie alright so gabrielle it goes back to you, whichever one felt better for you is the one I want you to keep when we do the third techniques so which one is that."
clip35-11,clip33-3,1,Gabriela,1,0,0,0,0,62.35816256,16.02667929,236.9398043,47.69689796,13,0.25,0.168,0.014,0.818,0.319,0.345,0.319,0.335,0.314,all_question,41:19.8,41:25.3,"The first one, because I went to make the emphasis on listening first."
clip35-12,clip33-4,1,Gabriela,1,0,0,0,0,69.71173308,7.008069377,191.9721235,19.80592961,2,0,0,0,0,0.266,0.29,0.267,0.283,0.263,all_question,41:26.6,41:27.5,Then the.
clip35-13,clip33-5,1,Gabriela,0,0,0,0,0,60.76899281,10.59075913,189.7005812,55.87070512,3,0,0.112,0.012,0.876,0.184,0.195,0.18,0.18,0.182,all_question,41:27.7,41:29.1,Understand oh yeah.
clip36-1,clip33-6,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.266,0.012,0.722,0.214,0.22,0.214,0.221,0.214,none,41:29.4,41:35.8,"All right, go back to that now let's add into third one, so everybody, you should be on number six on your list now for number six right in."
clip36-2,clip33-7,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.102,0.014,0.884,0.136,0.145,0.138,0.152,0.135,none,41:36.3,41:53.4,"three seconds pause three second pause that's the last one number three for volume number six and total gabrielle and actually each of you, I want you to find one place in your quote that you're going to do this crazy long."
clip36-3,clip33-8,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.163,0.007,0.83,0.136,0.145,0.138,0.152,0.135,none,41:56.5,41:57.4,Three second pausing.
clip37-1,clip33-9,1,Gabriela,1,0,1,0,0,0,0,0,0,0,0,0.185,0.008,0.807,0.225,0.24,0.223,0.234,0.224,single_question,41:59.7,42:08.6,And gabrielle and you can do nice thick slashes we've been doing a lot of symbols right now it's a nice thick slash right in that spot where you're doing that pause every other let me know what that spot is.
clip37-2,clip33-10,1,Gabriela,1,0,0,0,0,64.43429458,11.56752736,197.2056457,18.91951672,2,0,0.111,0.066,0.823,0.264,0.287,0.265,0.281,0.26,single_question,42:09.7,42:10.6,After then.
clip37-3,clip33-11,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.023,0.001,0.976,0.036,0.032,0.034,0.033,0.037,single_question,42:12.4,42:12.8,Okay.
clip38-1,clip34-1,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.249,0.03,0.721,0.136,0.145,0.138,0.152,0.135,all_question,42:14.4,42:20.1,So what can a speaker be doing during a crazy long pause like this.
clip38-2,clip34-2,1,Gabriela,1,0,1,0,0,0,0,0,0,0,0,0.093,0.004,0.903,0.225,0.24,0.223,0.234,0.224,all_question,42:25.4,42:28.0,"waiting for the next message, curiously."
clip38-3,clip34-3,1,Gabriela,0,0,1,1,0,0,0,0,0,0,0,0.168,0.008,0.824,0.204,0.202,0.195,0.182,0.206,all_question,42:29.2,42:34.7,"Okay, but what about the speaker, though, to what can the speaker be doing before they give that next message."
clip38-4,clip34-4,1,Gabriela,0,0,0,0,1,0,0,0,0,0,0,0.089,0.006,0.905,0.036,0.032,0.034,0.033,0.037,all_question,42:38.5,42:39.5,I take a deep breath the.
clip38-5,clip34-5,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.127,0.013,0.86,0.036,0.032,0.034,0.033,0.037,all_question,42:40.1,42:40.4,breath.
clip38-6,clip34-6,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.427,0.036,0.537,0.214,0.22,0.214,0.221,0.214,all_question,42:41.0,42:52.3,"And also think about just connecting with your audience, this is where if you're in person, you make eye contact with people if you're on a virtual setting try to read the body language so gabrielle when you're at that three second pause."
clip38-7,clip34-7,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.342,0.008,0.65,0.214,0.22,0.214,0.221,0.214,all_question,42:52.4,42:59.3,"we're going to help you through it we have a job, and you have a job so for us everybody when you hear her say then."
clip39-1,clip34-8,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.344,0.023,0.633,0.214,0.22,0.214,0.221,0.214,single_activity,42:59.8,43:11.7,"I want you to each count silently in the air for three seconds to help her out now gabrielle in that moment, I want you to connect with each of our videos read our facial expression our body language but also."
clip39-2,clip35-1,1,Gabriela,1,0,1,1,0,0,0,0,0,0,0,0.279,0.03,0.691,0.303,0.315,0.299,0.301,0.303,single_activity,43:12.1,43:26.5,"You can't start speaking until we're all at three okay our i'll make you do it again, and you know I will all right Gabriella go back to the first iteration where you start with your staccato on the understands, but now incorporate your pause before your super fast."
clip39-3,clip35-2,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.486,0.024,0.49,0.036,0.032,0.034,0.033,0.037,single_activity,43:29.6,43:30.1,Good.
clip39-4,clip35-3,1,Gabriela,1,0,0,1,0,48.10072359,24.7462419,218.6418021,54.89833339,4,0.25,0.088,0.003,0.909,0.374,0.394,0.371,0.379,0.371,single_activity,43:32.8,43:35.7,seek first to understand.
clip39-5,clip35-4,1,Gabriela,0,0,0,0,0,61.72599806,12.57603852,204.0478773,37.7115578,1,0,0.035,0.005,0.96,0.175,0.185,0.171,0.171,0.173,single_activity,43:37.0,43:37.7,Then.
clip39-6,clip35-5,1,Gabriela,0,0,0,0,0,52.91984658,6.785927708,171.7631868,9.336237776,1,0,0.005,0,0.995,0.138,0.144,0.135,0.134,0.137,single_activity,43:39.8,43:40.0,Oh.
clip39-7,clip35-6,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.277,0.005,0.718,0.036,0.032,0.034,0.033,0.037,single_activity,43:41.3,43:41.9,"Alright, wait."
clip39-8,clip35-7,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.088,0.006,0.906,0.214,0.22,0.214,0.221,0.214,single_activity,43:44.5,44:02.1,"gabrielle I got thrown up because I want you to repeat after me right now, you have seek first to understand and I want you to I want you to I want you to change your template here I want you to say seek first natural normal voice seek first go ahead and say that seek first."
clip39-9,clip35-8,1,Gabriela,0,0,0,0,0,56.25973894,14.08721913,222.7412985,40.94123313,2,0.25,0.019,0.004,0.977,0.188,0.197,0.183,0.183,0.186,single_activity,44:02.6,44:03.3,seek first.
clip39-10,clip35-9,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.251,0.007,0.742,0.136,0.145,0.138,0.152,0.135,single_activity,44:03.6,44:08.7,"Good good good seek first to understand go ahead, try that."
clip39-11,clip35-10,1,Gabriela,1,0,0,0,0,47.74007178,27.36679288,230.4452381,64.99285029,4,0.25,0.039,0.005,0.956,0.305,0.33,0.305,0.321,0.301,single_activity,44:09.9,44:13.1,seek first to understand.
clip39-12,clip35-11,1,Gabriela,1,0,0,0,1,0,0,0,0,0,0,0.35,0.009,0.641,0.136,0.145,0.138,0.152,0.135,single_activity,44:13.3,44:20.2,"Good keep going and now everybody listen for the words Ben and remember to count for her in the air, so we won't miss you this time gabrielle gold worth."
clip39-13,clip35-12,1,Gabriela,1,0,1,0,0,45.34817854,28.42774643,237.524826,67.3763852,4,0.25,0.064,0.007,0.929,0.396,0.427,0.392,0.404,0.391,single_activity,44:21.5,44:24.9,Six first to understand.
clip39-14,clip35-13,1,Gabriela,0,0,0,0,0,61.50892524,12.60263454,214.3564797,54.62474285,1,0,0.109,0.009,0.882,0.188,0.199,0.184,0.184,0.186,single_activity,44:26.2,44:27.2,Then.
clip39-15,clip35-14,1,Gabriela,0,0,0,0,0,61.81995618,10.93123341,178.110124,20.76817125,3,0,0.018,0.004,0.978,0.161,0.169,0.157,0.157,0.159,single_activity,44:31.4,44:32.4,To be understood.
clip39-16,clip35-15,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.256,0.015,0.729,0.136,0.145,0.138,0.152,0.135,single_activity,44:33.0,44:36.8,"All right there it is let's give her some props excellent work Gabriella very, very good."
clip40-1,clip36-1,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.286,0.013,0.701,0.214,0.22,0.214,0.221,0.214,none,44:37.7,44:49.5,"Now, each of you, I don't want you to worry so much about your three for volume okay keep those in your back pocket you don't have to worry about that now just focus on your three for speed."
clip40-2,clip36-2,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.115,0.015,0.87,0.036,0.032,0.034,0.033,0.037,none,44:50.3,44:53.6,Your three for speed when you go into breakout room now.
clip40-3,clip37-1,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.298,0.016,0.686,0.036,0.032,0.034,0.033,0.037,none,45:06.0,45:14.8,"Then switch other partner goes does the same thing alright so Kathy how, how are you right now, do you have a quote from page six and seven."
clip40-4,clip37-2,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.602,0.017,0.381,0.036,0.032,0.034,0.033,0.037,none,45:15.1,45:16.3,yeah I just picked one.
clip40-5,clip37-3,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.639,0.006,0.355,0.136,0.145,0.138,0.152,0.135,none,45:16.8,45:22.6,"Okay, good and natalie you're going to have to stay with me so natalie and Kathy stay here."
clip40-6,clip37-4,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.142,0.001,0.857,0.036,0.032,0.034,0.033,0.037,none,45:24.0,45:24.8,And we have an odd and.
clip40-7,clip37-5,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.206,0.049,0.745,0.136,0.145,0.138,0.152,0.135,none,45:25.4,45:29.1,"I can, I can tag on someone else's i'm struggling to speak."
clip40-8,clip37-6,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.497,0.052,0.451,0.136,0.145,0.138,0.152,0.135,none,45:29.8,45:32.9,"Okay, so you can hear you can hear them so that'll work all right wait."
clip40-9,clip37-7,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.428,0.017,0.555,0.214,0.22,0.214,0.221,0.214,none,45:33.1,45:35.0,"One second, thank you for that that'll work."
clip40-10,clip37-8,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.325,0.031,0.644,0.136,0.145,0.138,0.152,0.135,none,45:36.3,45:37.0,that'll work.
clip40-11,clip37-9,1,Gabriela,0,0,0,0,0,0,0,0,0,0,0,0.406,0.019,0.575,0.036,0.032,0.034,0.033,0.037,none,45:49.2,45:49.6,Okay.
clip40-12,clip37-10,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.254,0.009,0.737,0.136,0.145,0.138,0.152,0.135,none,45:50.9,45:56.3,meddling Gabriella when you go into your room right now gabrielle you're not gonna be able to see natalie but.
clip40-13,clip37-11,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.584,0.015,0.401,0.136,0.145,0.138,0.152,0.135,none,45:56.6,46:07.3,"She can hear you I want you to do your quote three more times, just like you just did it to give yourself the repetition Okay, I know it's going to feel a little bit weird but natalie you can give her the emojis."
clip40-14,clip38-1,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.212,0.017,0.771,0.136,0.145,0.138,0.152,0.135,none,46:23.8,46:29.6,"natalie do we have you there you are okay, I wanted to make sure that we got your picture back alright, so now tell me."
clip40-15,clip38-2,1,Gabriela,1,0,0,1,0,0,0,0,0,0,0,0.176,0.029,0.795,0.214,0.22,0.214,0.221,0.214,none,46:29.9,46:42.5,"Well, now looking at the time here so let's let's continue to jump in first, are there any questions about what you're observing so far easy hard like it hate it any observations, what did you notice so far."
clip40-16,clip38-3,1,Gabriela,1,0,0,0,0,0,0,0,0,0,0,0.236,0.061,0.703,0.136,0.145,0.138,0.152,0.135,none,46:46.1,46:51.4,And it's very unnatural to note the whole game is to get out of your comfort zone.
